"Label","Description","Modality","Measurement","Atlas","rsf.pipeline"
"rsfMRI_fcnxpro122_alffPoint074_IPSleft","Unknown Core: ips","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint074_IPSleft","Unknown Core: ips","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint075_PFCdleft","Dorsal Prefrontal Cortex","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint075_PFCdleft","Dorsal Prefrontal Cortex","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint075_PFCdleft","Dorsal Prefrontal Cortex","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint076_PFClleft","Lateral Prefrontal Cortex","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint076_PFClleft","Lateral Prefrontal Cortex","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint076_PFClleft","Lateral Prefrontal Cortex","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint077_PFCvleft","Ventral Prefrontal Cortex","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint077_PFCvleft","Ventral Prefrontal Cortex","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint077_PFCvleft","Ventral Prefrontal Cortex","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint078_Templeft","Unknown Core: temp","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint078_Templeft","Unknown Core: temp","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint078_Templeft","Unknown Core: temp","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint079_Templeft","Unknown Core: temp","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint079_Templeft","Unknown Core: temp","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint079_Templeft","Unknown Core: temp","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint080_Cingmleft","Unknown Core: cingm","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint080_Cingmleft","Unknown Core: cingm","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint080_Cingmleft","Unknown Core: cingm","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint081_IPSleft","Unknown Core: ips","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint081_IPSleft","Unknown Core: ips","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint081_IPSleft","Unknown Core: ips","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint082_IPSleft","Unknown Core: ips","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint082_IPSleft","Unknown Core: ips","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint082_IPSleft","Unknown Core: ips","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint083_IPSleft","Unknown Core: ips","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint083_IPSleft","Unknown Core: ips","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint083_IPSleft","Unknown Core: ips","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint084_IPSleft","Unknown Core: ips","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint084_IPSleft","Unknown Core: ips","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint084_IPSleft","Unknown Core: ips","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint085_IPSleft","Unknown Core: ips","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint085_IPSleft","Unknown Core: ips","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint085_IPSleft","Unknown Core: ips","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint086_PFCdleft","Dorsal Prefrontal Cortex","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint086_PFCdleft","Dorsal Prefrontal Cortex","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint086_PFCdleft","Dorsal Prefrontal Cortex","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint087_PFClleft","Lateral Prefrontal Cortex","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint087_PFClleft","Lateral Prefrontal Cortex","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint087_PFClleft","Lateral Prefrontal Cortex","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint088_PFClleft","Lateral Prefrontal Cortex","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint088_PFClleft","Lateral Prefrontal Cortex","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint088_PFClleft","Lateral Prefrontal Cortex","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint089_PFClleft","Lateral Prefrontal Cortex","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint089_PFClleft","Lateral Prefrontal Cortex","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint089_PFClleft","Lateral Prefrontal Cortex","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint090_PFClleft","Lateral Prefrontal Cortex","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint090_PFClleft","Lateral Prefrontal Cortex","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint090_PFClleft","Lateral Prefrontal Cortex","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint091_PFClleft","Lateral Prefrontal Cortex","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint091_PFClleft","Lateral Prefrontal Cortex","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint091_PFClleft","Lateral Prefrontal Cortex","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint092_PFClleft","Lateral Prefrontal Cortex","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint092_PFClleft","Lateral Prefrontal Cortex","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint092_PFClleft","Lateral Prefrontal Cortex","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint093_PrCvleft","Unknown Core: prcv","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint093_PrCvleft","Unknown Core: prcv","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint093_PrCvleft","Unknown Core: prcv","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint094_PrCvleft","Unknown Core: prcv","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint094_PrCvleft","Unknown Core: prcv","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint094_PrCvleft","Unknown Core: prcv","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint095_PrCvleft","Unknown Core: prcv","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint095_PrCvleft","Unknown Core: prcv","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint095_PrCvleft","Unknown Core: prcv","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint096_SPLleft","Superior Parietal Lobule","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint096_SPLleft","Superior Parietal Lobule","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint096_SPLleft","Superior Parietal Lobule","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint097_TempOccleft","Temporo-Occipital","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint097_TempOccleft","Temporo-Occipital","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint097_TempOccleft","Temporo-Occipital","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint098_Insleft","Unknown Core: ins","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint098_Insleft","Unknown Core: ins","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint098_Insleft","Unknown Core: ins","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint099_PHCleft","Parahippocampal Cortex","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint099_PHCleft","Parahippocampal Cortex","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint099_PHCleft","Parahippocampal Cortex","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint100_PHCleft","Parahippocampal Cortex","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint100_PHCleft","Parahippocampal Cortex","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint100_PHCleft","Parahippocampal Cortex","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint101_STleft","Superior Temporal Gyrus","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint101_STleft","Superior Temporal Gyrus","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint101_STleft","Superior Temporal Gyrus","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint102_TempPoleleft","Temporal Pole","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint102_TempPoleleft","Temporal Pole","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint102_TempPoleleft","Temporal Pole","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint103_TempPoleleft","Temporal Pole","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint103_TempPoleleft","Temporal Pole","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint103_TempPoleleft","Temporal Pole","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint104_TempPoleleft","Temporal Pole","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint104_TempPoleleft","Temporal Pole","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint104_TempPoleleft","Temporal Pole","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint105_TempPoleleft","Temporal Pole","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint105_TempPoleleft","Temporal Pole","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint105_TempPoleleft","Temporal Pole","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint106_TempPoleleft","Temporal Pole","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint106_TempPoleleft","Temporal Pole","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint106_TempPoleleft","Temporal Pole","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint107_Templeft","Unknown Core: temp","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint107_Templeft","Unknown Core: temp","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint107_Templeft","Unknown Core: temp","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint108_Templeft","Unknown Core: temp","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint108_Templeft","Unknown Core: temp","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint108_Templeft","Unknown Core: temp","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint109_Templeft","Unknown Core: temp","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint109_Templeft","Unknown Core: temp","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint109_Templeft","Unknown Core: temp","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint110_Templeft","Unknown Core: temp","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint110_Templeft","Unknown Core: temp","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint110_Templeft","Unknown Core: temp","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint111_FPoleleft","Unknown Core: fpole","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint111_FPoleleft","Unknown Core: fpole","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint111_FPoleleft","Unknown Core: fpole","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint112_OFCleft","Unknown Core: ofc","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint112_OFCleft","Unknown Core: ofc","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint112_OFCleft","Unknown Core: ofc","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint113_OFCleft","Unknown Core: ofc","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint113_OFCleft","Unknown Core: ofc","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint113_OFCleft","Unknown Core: ofc","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint114_OFCleft","Unknown Core: ofc","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint114_OFCleft","Unknown Core: ofc","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint114_OFCleft","Unknown Core: ofc","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint115_OFCleft","Unknown Core: ofc","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint115_OFCleft","Unknown Core: ofc","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint115_OFCleft","Unknown Core: ofc","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint116_OFCleft","Unknown Core: ofc","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint116_OFCleft","Unknown Core: ofc","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint116_OFCleft","Unknown Core: ofc","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint117_OFCleft","Unknown Core: ofc","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint117_OFCleft","Unknown Core: ofc","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint117_OFCleft","Unknown Core: ofc","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint118_PFCmleft","Medial Prefrontal Cortex","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint118_PFCmleft","Medial Prefrontal Cortex","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint118_PFCmleft","Medial Prefrontal Cortex","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint119_PFCmleft","Medial Prefrontal Cortex","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint119_PFCmleft","Medial Prefrontal Cortex","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint119_PFCmleft","Medial Prefrontal Cortex","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint120_FrMedleft","Medial Frontal Gyrus","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint120_FrMedleft","Medial Frontal Gyrus","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint120_FrMedleft","Medial Frontal Gyrus","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint121_Insleft","Unknown Core: ins","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint121_Insleft","Unknown Core: ins","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint121_Insleft","Unknown Core: ins","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint122_Insleft","Unknown Core: ins","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint122_Insleft","Unknown Core: ins","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint122_Insleft","Unknown Core: ins","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint123_Insleft","Unknown Core: ins","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint123_Insleft","Unknown Core: ins","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint123_Insleft","Unknown Core: ins","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint124_PFClleft","Lateral Prefrontal Cortex","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint124_PFClleft","Lateral Prefrontal Cortex","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint124_PFClleft","Lateral Prefrontal Cortex","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint125_PFClleft","Lateral Prefrontal Cortex","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint125_PFClleft","Lateral Prefrontal Cortex","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint125_PFClleft","Lateral Prefrontal Cortex","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint126_PFCmleft","Medial Prefrontal Cortex","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint126_PFCmleft","Medial Prefrontal Cortex","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint126_PFCmleft","Medial Prefrontal Cortex","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint127_FrMedleft","Medial Frontal Gyrus","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint127_FrMedleft","Medial Frontal Gyrus","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint127_FrMedleft","Medial Frontal Gyrus","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
